fir_id,fir_number,station_id,police_station,district,taluk,crime_type,ipc_sections,severity,registered_date,occurrence_date,occurrence_time,lat,lon,modus_operandi,status,io_officer,summary_text
FIR-0209,209/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Assault / Hurt,IPC 323; IPC 324,low,2025-06-27,2025-06-27,04:19:00,13.03304,77.58069,the accused caused hurt with a wooden club following a prior enmity,under investigation,PSI Lakshmi Bhat,"Assault / Hurt reported at RT Nagar, Bengaluru North on 2025-06-27: the accused caused hurt with a wooden club following a prior enmity."
FIR-0210,210/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-04-02,2026-04-02,14:21:00,13.10699,77.60923,suspects on a motorcycle without a number plate snatched the chain near a bus stop,closed,PSI Santhosh Prasad,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-04-02: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0211,211/2025,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-06-19,2025-06-18,01:26:00,17.10261,77.08546,the complainant was induced to transfer money on the promise of a part-time job,chargesheeted,PSI Deepa Rao,"Cheating / Online Fraud reported at Chittapur, Kalaburagi on 2025-06-18: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0212,212/2024,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Robbery,IPC 392; IPC 397,high,2024-12-19,2024-12-16,04:40:00,17.13173,77.07493,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,chargesheeted,PSI Deepa Achar,"Robbery reported at Chittapur, Kalaburagi on 2024-12-16: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0213,213/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Chain Snatching,IPC 379; IPC 356,medium,2025-12-14,2025-12-11,05:12:00,13.02061,77.61919,two-wheeler borne suspects snatched the gold chain and fled towards the ring road,chargesheeted,PSI Kavitha Kumar,"Chain Snatching reported at Hebbal, Bengaluru North on 2025-12-11: two-wheeler borne suspects snatched the gold chain and fled towards the ring road."
FIR-0214,214/2026,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Chain Snatching,IPC 379; IPC 356,medium,2026-01-08,2026-01-06,22:43:00,13.019,77.61559,suspects on a motorcycle without a number plate snatched the chain near a bus stop,under investigation,PSI Savitha Kulkarni,"Chain Snatching reported at RT Nagar, Bengaluru North on 2026-01-06: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0215,215/2025,PS-009,Aland Police Station,Kalaburagi,Aland,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-02-23,2025-02-20,00:32:00,17.5465,76.5754,entry was gained through an unsecured rear window and the almirah was ransacked,under investigation,PSI Umesh Prasad,"House Burglary reported at Aland, Kalaburagi on 2025-02-20: entry was gained through an unsecured rear window and the almirah was ransacked."
FIR-0216,216/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-08-23,2025-08-23,09:37:00,12.10017,76.69385,a tip-off led to the seizure of contraband from a rented room,under investigation,PSI Imran Bhat,"Narcotics (NDPS) reported at Nanjangud, Mysuru on 2025-08-23: a tip-off led to the seizure of contraband from a rented room."
FIR-0217,217/2026,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Vehicle Theft,IPC 379,low,2026-01-08,2026-01-07,17:03:00,12.13704,76.70412,the vehicle was taken from an unattended parking lot after the steering lock was broken,under investigation,PSI Mahesh Rao,"Vehicle Theft reported at Nanjangud, Mysuru on 2026-01-07: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0218,218/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-01-16,2026-01-16,09:36:00,13.10975,77.6182,suspects on a motorcycle without a number plate snatched the chain near a bus stop,closed,PSI Ananya Swamy,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-01-16: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0219,219/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2026-03-04,2026-03-04,09:20:00,12.32329,76.29779,the complainant was induced to transfer money on the promise of a part-time job,chargesheeted,PSI Mahesh Hegde,"Cheating / Online Fraud reported at Hunsur, Mysuru on 2026-03-04: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0220,220/2024,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Assault / Hurt,IPC 323; IPC 324,low,2024-10-12,2024-10-09,10:32:00,13.08293,77.61323,a quarrel over a parking dispute escalated and the complainant was assaulted,under investigation,PSI Suresh Bhat,"Assault / Hurt reported at Yelahanka, Bengaluru North on 2024-10-09: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0221,221/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Vehicle Theft,IPC 379,low,2025-01-10,2025-01-07,13:55:00,13.01777,77.60581,the vehicle was taken from an unattended parking lot after the steering lock was broken,chargesheeted,PSI Shivakumar Achar,"Vehicle Theft reported at RT Nagar, Bengaluru North on 2025-01-07: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0222,222/2024,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2024-07-24,2024-07-21,19:35:00,12.13072,76.70043,payment was collected for goods advertised online which were never delivered,chargesheeted,PSI Nagaraj Prasad,"Cheating / Online Fraud reported at Nanjangud, Mysuru on 2024-07-21: payment was collected for goods advertised online which were never delivered."
FIR-0223,223/2026,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Robbery,IPC 392; IPC 397,high,2026-04-29,2026-04-27,03:54:00,12.09566,76.69837,the suspects threatened the complainant with a knife and took cash and a mobile phone,under investigation,PSI Lokesh Murthy,"Robbery reported at Nanjangud, Mysuru on 2026-04-27: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0224,224/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-06-27,2026-06-27,01:08:00,13.12015,77.60562,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Girish Rao,"House Burglary reported at Yelahanka, Bengaluru North on 2026-06-27: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0225,225/2026,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Assault / Hurt,IPC 323; IPC 324,low,2026-06-12,2026-06-11,00:44:00,13.03715,77.60232,a quarrel over a parking dispute escalated and the complainant was assaulted,chargesheeted,PSI Mahesh Jadhav,"Assault / Hurt reported at Hebbal, Bengaluru North on 2026-06-11: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0226,226/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2026-06-22,2026-06-20,10:10:00,13.10119,77.61476,the complainant was induced to transfer money on the promise of a part-time job,chargesheeted,PSI Nagaraj Pujari,"Cheating / Online Fraud reported at Yelahanka, Bengaluru North on 2026-06-20: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0227,227/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,Robbery,IPC 392; IPC 397,high,2025-04-08,2025-04-07,02:48:00,13.03605,77.50796,the suspects threatened the complainant with a knife and took cash and a mobile phone,closed,PSI Imran Hegde,"Robbery reported at Peenya, Bengaluru North on 2025-04-07: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0228,228/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Chain Snatching,IPC 379; IPC 356,medium,2025-11-18,2025-11-17,15:21:00,13.00283,77.61082,two-wheeler borne suspects snatched the gold chain and fled towards the ring road,under investigation,PSI Prakash Rao,"Chain Snatching reported at RT Nagar, Bengaluru North on 2025-11-17: two-wheeler borne suspects snatched the gold chain and fled towards the ring road."
FIR-0229,229/2026,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2026-04-28,2026-04-25,12:35:00,13.0136,77.6004,the suspect posed as a bank official and obtained the OTP over a phone call,under investigation,PSI Deepa Desai,"Cheating / Online Fraud reported at Hebbal, Bengaluru North on 2026-04-25: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0230,230/2024,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Robbery,IPC 392; IPC 397,high,2024-11-06,2024-11-06,04:21:00,17.1111,77.0725,the suspects threatened the complainant with a knife and took cash and a mobile phone,chargesheeted,PSI Ravi Naik,"Robbery reported at Chittapur, Kalaburagi on 2024-11-06: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0231,231/2026,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Vehicle Theft,IPC 379,low,2026-04-23,2026-04-21,13:47:00,17.30848,76.81418,the vehicle was taken from an unattended parking lot after the steering lock was broken,chargesheeted,PSI Vinay Hegde,"Vehicle Theft reported at Kalaburagi City, Kalaburagi on 2026-04-21: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0232,232/2024,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Robbery,IPC 392; IPC 397,high,2024-09-01,2024-09-01,06:12:00,13.0908,77.58176,the suspects threatened the complainant with a knife and took cash and a mobile phone,closed,PSI Anand Naik,"Robbery reported at Yelahanka, Bengaluru North on 2024-09-01: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0233,233/2026,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Vehicle Theft,IPC 379,low,2026-05-03,2026-05-01,14:31:00,13.02249,77.60566,the motorcycle parked outside the residence was stolen during the night,chargesheeted,PSI Imran Bhat,"Vehicle Theft reported at RT Nagar, Bengaluru North on 2026-05-01: the motorcycle parked outside the residence was stolen during the night."
FIR-0234,234/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Robbery,IPC 392; IPC 397,high,2025-01-21,2025-01-20,14:47:00,13.11889,77.61195,the suspects threatened the complainant with a knife and took cash and a mobile phone,under investigation,PSI Deepa Kumar,"Robbery reported at Yelahanka, Bengaluru North on 2025-01-20: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0235,235/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-12-27,2025-12-24,11:41:00,13.11073,77.5913,the complainant was induced to transfer money on the promise of a part-time job,under investigation,PSI Deepa Reddy,"Cheating / Online Fraud reported at Yelahanka, Bengaluru North on 2025-12-24: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0236,236/2024,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Robbery,IPC 392; IPC 397,high,2024-10-08,2024-10-07,22:57:00,17.30932,76.83868,the suspects threatened the complainant with a knife and took cash and a mobile phone,under investigation,PSI Lakshmi Jadhav,"Robbery reported at Kalaburagi City, Kalaburagi on 2024-10-07: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0237,237/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Vehicle Theft,IPC 379,low,2025-06-15,2025-06-12,12:51:00,13.018,77.61263,the motorcycle parked outside the residence was stolen during the night,under investigation,PSI Vinay Hegde,"Vehicle Theft reported at Hebbal, Bengaluru North on 2025-06-12: the motorcycle parked outside the residence was stolen during the night."
FIR-0238,238/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,Narcotics (NDPS),NDPS 20; NDPS 22,high,2026-03-12,2026-03-12,17:14:00,12.31748,76.30626,the accused was found in possession of contraband during a vehicle check at a checkpost,chargesheeted,PSI Kavitha Murthy,"Narcotics (NDPS) reported at Hunsur, Mysuru on 2026-03-12: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0239,239/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Robbery,IPC 392; IPC 397,high,2025-03-02,2025-03-02,08:28:00,13.02444,77.60299,the suspects threatened the complainant with a knife and took cash and a mobile phone,closed,PSI Mahesh Reddy,"Robbery reported at RT Nagar, Bengaluru North on 2025-03-02: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0240,240/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-05-10,2026-05-09,20:15:00,13.07885,77.59638,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,chargesheeted,PSI Ananya Kamath,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-05-09: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0241,241/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Robbery,IPC 392; IPC 397,high,2025-12-29,2025-12-28,05:46:00,17.31545,76.83157,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,closed,PSI Chetan Rao,"Robbery reported at Kalaburagi City, Kalaburagi on 2025-12-28: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0242,242/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-01-08,2026-01-05,19:47:00,13.08228,77.61763,suspects on a motorcycle without a number plate snatched the chain near a bus stop,chargesheeted,PSI Roopa Shetty,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-01-05: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0243,243/2026,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-02-20,2026-02-18,08:47:00,13.05449,77.59378,the grill of the ventilator was cut and gold ornaments and cash were taken,under investigation,PSI Kavitha Shetty,"House Burglary reported at Hebbal, Bengaluru North on 2026-02-18: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0244,244/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,Assault / Hurt,IPC 323; IPC 324,low,2025-03-24,2025-03-23,22:36:00,13.0114,77.53508,a quarrel over a parking dispute escalated and the complainant was assaulted,under investigation,PSI Suresh Hegde,"Assault / Hurt reported at Peenya, Bengaluru North on 2025-03-23: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0245,245/2025,PS-009,Aland Police Station,Kalaburagi,Aland,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-02-18,2025-02-18,16:00:00,17.54626,76.56861,the suspect posed as a bank official and obtained the OTP over a phone call,chargesheeted,PSI Chetan Pujari,"Cheating / Online Fraud reported at Aland, Kalaburagi on 2025-02-18: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0246,246/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,Robbery,IPC 392; IPC 397,high,2025-01-03,2025-01-02,21:15:00,13.04185,77.49682,the suspects threatened the complainant with a knife and took cash and a mobile phone,chargesheeted,PSI Kiran Desai,"Robbery reported at Peenya, Bengaluru North on 2025-01-02: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0247,247/2024,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2024-08-24,2024-08-23,14:55:00,13.0187,77.57494,the complainant was induced to transfer money on the promise of a part-time job,chargesheeted,PSI Imran Naik,"Cheating / Online Fraud reported at RT Nagar, Bengaluru North on 2024-08-23: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0248,248/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-06-05,2025-06-04,00:48:00,13.02157,77.58444,the accused was found in possession of contraband during a vehicle check at a checkpost,chargesheeted,PSI Anand Hegde,"Narcotics (NDPS) reported at Hebbal, Bengaluru North on 2025-06-04: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0249,249/2025,PS-007,Hunsur Police Station,Mysuru,Hunsur,Robbery,IPC 392; IPC 397,high,2025-06-09,2025-06-09,10:22:00,12.32365,76.30726,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,under investigation,PSI Ramesh Hegde,"Robbery reported at Hunsur, Mysuru on 2025-06-09: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0250,250/2024,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Robbery,IPC 392; IPC 397,high,2024-09-17,2024-09-14,14:43:00,13.04679,77.58251,the suspects threatened the complainant with a knife and took cash and a mobile phone,closed,PSI Roopa Achar,"Robbery reported at Hebbal, Bengaluru North on 2024-09-14: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0251,251/2024,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Assault / Hurt,IPC 323; IPC 324,low,2024-10-17,2024-10-16,15:09:00,17.35011,76.84302,the accused caused hurt with a wooden club following a prior enmity,closed,PSI Farhan Jadhav,"Assault / Hurt reported at Kalaburagi City, Kalaburagi on 2024-10-16: the accused caused hurt with a wooden club following a prior enmity."
FIR-0252,252/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-11-11,2025-11-09,11:54:00,13.08624,77.58135,entry was gained through an unsecured rear window and the almirah was ransacked,closed,PSI Prakash Achar,"House Burglary reported at Yelahanka, Bengaluru North on 2025-11-09: entry was gained through an unsecured rear window and the almirah was ransacked."
FIR-0253,253/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Assault / Hurt,IPC 323; IPC 324,low,2025-05-03,2025-05-02,12:15:00,12.13045,76.69784,a quarrel over a parking dispute escalated and the complainant was assaulted,under investigation,PSI Anand Kamath,"Assault / Hurt reported at Nanjangud, Mysuru on 2025-05-02: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0254,254/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-04-19,2025-04-16,17:18:00,13.04059,77.61052,the lock of the main door was broken open while the house was locked and the family was away,chargesheeted,PSI Anand Shetty,"House Burglary reported at RT Nagar, Bengaluru North on 2025-04-16: the lock of the main door was broken open while the house was locked and the family was away."
FIR-0255,255/2024,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Vehicle Theft,IPC 379,low,2024-07-26,2024-07-23,15:26:00,12.29822,76.6515,the motorcycle parked outside the residence was stolen during the night,under investigation,PSI Manjunath Jadhav,"Vehicle Theft reported at Krishnaraja, Mysuru on 2024-07-23: the motorcycle parked outside the residence was stolen during the night."
FIR-0256,256/2026,PS-009,Aland Police Station,Kalaburagi,Aland,Assault / Hurt,IPC 323; IPC 324,low,2026-02-16,2026-02-14,14:01:00,17.55759,76.54839,a quarrel over a parking dispute escalated and the complainant was assaulted,chargesheeted,PSI Deepa Bhat,"Assault / Hurt reported at Aland, Kalaburagi on 2026-02-14: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0257,257/2024,PS-003,Peenya Police Station,Bengaluru North,Peenya,Narcotics (NDPS),NDPS 20; NDPS 22,high,2024-09-30,2024-09-28,16:36:00,13.01127,77.51587,a tip-off led to the seizure of contraband from a rented room,under investigation,PSI Rakesh Kamath,"Narcotics (NDPS) reported at Peenya, Bengaluru North on 2024-09-28: a tip-off led to the seizure of contraband from a rented room."
FIR-0258,258/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-12-15,2025-12-14,08:29:00,12.11424,76.66958,a tip-off led to the seizure of contraband from a rented room,under investigation,PSI Bhavya Patil,"Narcotics (NDPS) reported at Nanjangud, Mysuru on 2025-12-14: a tip-off led to the seizure of contraband from a rented room."
FIR-0259,259/2026,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Robbery,IPC 392; IPC 397,high,2026-01-07,2026-01-04,02:05:00,12.29757,76.6748,the suspects threatened the complainant with a knife and took cash and a mobile phone,under investigation,PSI Shwetha Murthy,"Robbery reported at Krishnaraja, Mysuru on 2026-01-04: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0260,260/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Chain Snatching,IPC 379; IPC 356,medium,2025-03-04,2025-03-03,23:32:00,12.09689,76.66516,two-wheeler borne suspects snatched the gold chain and fled towards the ring road,closed,PSI Savitha Desai,"Chain Snatching reported at Nanjangud, Mysuru on 2025-03-03: two-wheeler borne suspects snatched the gold chain and fled towards the ring road."
FIR-0261,261/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Chain Snatching,IPC 379; IPC 356,medium,2025-11-19,2025-11-18,05:19:00,13.03984,77.58197,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,closed,PSI Naveen Jadhav,"Chain Snatching reported at RT Nagar, Bengaluru North on 2025-11-18: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0262,262/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Vehicle Theft,IPC 379,low,2025-12-20,2025-12-20,23:49:00,12.10574,76.67415,the two-wheeler was stolen from outside a commercial complex in broad daylight,chargesheeted,PSI Mahesh Achar,"Vehicle Theft reported at Nanjangud, Mysuru on 2025-12-20: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0263,263/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-01-13,2025-01-10,18:30:00,17.33387,76.85074,the complainant was induced to transfer money on the promise of a part-time job,chargesheeted,PSI Naveen Swamy,"Cheating / Online Fraud reported at Kalaburagi City, Kalaburagi on 2025-01-10: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0264,264/2026,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2026-02-24,2026-02-21,05:40:00,12.30038,76.65336,the suspect posed as a bank official and obtained the OTP over a phone call,under investigation,PSI Ramesh Naik,"Cheating / Online Fraud reported at Krishnaraja, Mysuru on 2026-02-21: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0265,265/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Robbery,IPC 392; IPC 397,high,2025-12-11,2025-12-09,06:02:00,17.3126,76.83071,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,under investigation,PSI Prakash Pujari,"Robbery reported at Kalaburagi City, Kalaburagi on 2025-12-09: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0266,266/2025,PS-007,Hunsur Police Station,Mysuru,Hunsur,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-04-24,2025-04-22,03:40:00,12.30441,76.27917,a tip-off led to the seizure of contraband from a rented room,under investigation,PSI Basavaraj Kulkarni,"Narcotics (NDPS) reported at Hunsur, Mysuru on 2025-04-22: a tip-off led to the seizure of contraband from a rented room."
FIR-0267,267/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-07-13,2025-07-11,06:23:00,13.0046,77.59576,the complainant was induced to transfer money on the promise of a part-time job,closed,PSI Nagaraj Bhat,"Cheating / Online Fraud reported at RT Nagar, Bengaluru North on 2025-07-11: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0268,268/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-05-22,2025-05-19,07:13:00,13.03164,77.49869,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Roopa Jadhav,"House Burglary reported at Peenya, Bengaluru North on 2025-05-19: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0269,269/2025,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-06-22,2025-06-22,16:35:00,12.32252,76.66987,the lock of the main door was broken open while the house was locked and the family was away,closed,PSI Savitha Pujari,"House Burglary reported at Krishnaraja, Mysuru on 2025-06-22: the lock of the main door was broken open while the house was locked and the family was away."
FIR-0270,270/2024,PS-009,Aland Police Station,Kalaburagi,Aland,Robbery,IPC 392; IPC 397,high,2024-10-11,2024-10-10,21:02:00,17.55875,76.55646,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,closed,PSI Prakash Rao,"Robbery reported at Aland, Kalaburagi on 2024-10-10: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0271,271/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-05-19,2025-05-19,01:24:00,17.31243,76.82331,the grill of the ventilator was cut and gold ornaments and cash were taken,closed,PSI Suresh Bhat,"House Burglary reported at Kalaburagi City, Kalaburagi on 2025-05-19: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0272,272/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,Narcotics (NDPS),NDPS 20; NDPS 22,high,2026-03-23,2026-03-22,04:47:00,12.28247,76.28406,the accused was found in possession of contraband during a vehicle check at a checkpost,chargesheeted,PSI Mahesh Murthy,"Narcotics (NDPS) reported at Hunsur, Mysuru on 2026-03-22: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0273,273/2024,PS-003,Peenya Police Station,Bengaluru North,Peenya,Robbery,IPC 392; IPC 397,high,2024-12-27,2024-12-26,10:57:00,13.05098,77.50861,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,under investigation,PSI Kiran Bhat,"Robbery reported at Peenya, Bengaluru North on 2024-12-26: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0274,274/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,Vehicle Theft,IPC 379,low,2026-05-20,2026-05-17,11:03:00,12.29725,76.28867,the two-wheeler was stolen from outside a commercial complex in broad daylight,chargesheeted,PSI Manjunath Kamath,"Vehicle Theft reported at Hunsur, Mysuru on 2026-05-17: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0275,275/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-06-01,2026-06-01,18:24:00,13.10336,77.60329,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Santhosh Bhat,"House Burglary reported at Yelahanka, Bengaluru North on 2026-06-01: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0276,276/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,Vehicle Theft,IPC 379,low,2026-04-26,2026-04-26,06:54:00,12.30366,76.31374,the motorcycle parked outside the residence was stolen during the night,under investigation,PSI Nagaraj Rao,"Vehicle Theft reported at Hunsur, Mysuru on 2026-04-26: the motorcycle parked outside the residence was stolen during the night."
FIR-0277,277/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-04-10,2026-04-10,01:41:00,13.12061,77.6129,two-wheeler borne suspects snatched the gold chain and fled towards the ring road,closed,PSI Ananya Naik,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-04-10: two-wheeler borne suspects snatched the gold chain and fled towards the ring road."
FIR-0278,278/2024,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,House Burglary,IPC 454; IPC 457; IPC 380,medium,2024-12-21,2024-12-19,20:11:00,17.1172,77.06907,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Kavitha Patil,"House Burglary reported at Chittapur, Kalaburagi on 2024-12-19: the grill of the ventilator was cut and gold ornaments and cash were taken."
